,EmployeeID,YearsExperience,Age,PerformanceScore,Salary,Department_HR,Department_Marketing,Department_Sales,EducationLevel_Bachelor,EducationLevel_High School,EducationLevel_Master,EducationLevel_PhD,Tenure_Years,YEAR,MONTH,DATE
85,118,-1.1221013425777504,-0.17657718175131182,1.4678111762994848,-0.9105861562407654,0,1,0,1,0,0,0,6.587268993839836,2019.0,8.0,2019-08-12
88,868,0.43293525268642746,1.0613523252447112,-1.3526230266291257,1.1006902756703754,0,1,0,1,0,0,0,-55.01437371663244,2081.0,3.0,2081-03-19
89,551,0.17778512397345803,-0.2204531642777533,0.6995585762480353,0.09242802344778865,0,1,0,0,1,0,0,-28.97741273100616,2055.0,3.0,2055-03-06
90,472,-1.6358495747160267,-0.7532329520988266,0.34174229677201723,-2.120880058604735,0,0,1,0,0,1,0,-22.48870636550308,2048.0,9.0,2048-09-08
91,242,-0.029093358766787245,-0.32909845434322693,-0.5107023690384953,-1.1562876383289509,0,0,0,1,0,0,0,-3.597535934291581,2029.0,10.0,2029-10-18
92,195,0.26743246649423097,-1.7801398764676792,0.5311744447299092,-0.8065426534773514,1,0,0,0,1,0,0,0.26283367556468173,2025.0,12.0,2025-12-08
94,664,-0.4738820966583149,-0.7511436195975671,-1.1000468293519368,-0.3208453540744323,0,0,0,0,0,1,0,-38.25872689938399,2064.0,6.0,2064-06-16
95,765,1.277689057209096,-0.37297443686966847,0.46803039541061187,0.8593083970122358,0,0,1,0,0,1,0,-46.554414784394254,2072.0,10.0,2072-10-02
96,827,-1.6358495747160267,-1.2546727524010128,0.32069428033225145,0.7488417278780252,0,0,0,0,0,0,1,-51.64681724845996,2077.0,11.0,2077-11-05
97,708,1.9017724801421696,1.868879336981357,0.18388217347377417,0.9240713262317185,0,0,0,0,1,0,0,0.0,,,
98,754,-1.6358495747160267,-1.8919191652850416,1.1310429132632334,1.0961508845070902,0,0,0,1,0,0,0,-45.65092402464066,2071.0,11.0,2071-11-07
99,14,-1.6358495747160267,-0.8357615858985614,0.04707006661529689,-1.1525962831396672,1,0,0,0,0,1,0,15.129363449691992,2011.0,1.0,2011-01-26
100,91,0.1881290481104704,-0.19120250926012564,-1.1316188540115855,1.0348769505968023,0,1,0,1,0,0,0,8.804928131416839,2017.0,5.0,2017-05-24
101,860,0.7432529767967957,0.1556266859488867,1.6256712995977283,0.38524045732879775,0,0,1,1,0,0,0,-54.35728952772074,2080.0,7.0,2080-07-22
102,648,0.03297018605528628,0.9140543839059436,-0.3212702210806039,-0.07355662925012962,0,0,1,1,0,0,0,-36.94455852156057,2063.0,2.0,2063-02-22
103,10,0.6501576595636851,-0.67488298330161,-0.19498212244200924,-0.01644555295538402,0,1,0,1,0,0,0,15.457905544147843,2010.0,9.0,2010-09-28
105,968,1.9500441261148937,-0.2737311430598604,0.4259343625310803,1.713881835334641,0,1,0,1,0,0,0,-63.227926078028744,2089.0,6.0,2089-06-05
107,842,0.7846286733448444,-1.8919191652850416,-2.0577315773612783,0.7308595735411818,0,0,1,0,0,1,0,-52.878850102669404,2079.0,1.0,2079-01-29
108,695,0.7018772802487465,0.015641408364525957,-0.7738025745355672,0.8333965311786394,1,0,0,1,0,0,0,-40.80492813141684,2067.0,1.0,2067-01-02
110,913,0.34673588487799184,0.5505105286868587,-1.6157232321261976,0.15164015466973557,0,1,0,1,0,0,0,-58.71047227926078,2084.0,11.0,2084-11-28
111,373,1.588006781319464,-1.5492686350785474,0.09969010771471108,1.2613149815536702,0,0,0,1,0,0,0,-14.35728952772074,2040.0,7.0,2040-07-22
112,123,1.5397351353467406,0.5515551949374881,0.34174229677201723,1.8086003551643615,0,0,1,0,0,1,0,6.176591375770021,2020.0,1.0,2020-01-09
113,980,0.8742760158656178,0.3091926247914312,0.05759407483517954,0.5742093447732287,0,0,0,0,0,1,0,-64.21355236139631,2090.0,5.0,2090-05-31
114,869,-1.6358495747160267,-1.2557174186516424,-1.584151207466549,0.18552718197261955,0,1,0,1,0,0,0,-55.096509240246405,2081.0,4.0,2081-04-18
115,457,-0.022197409342112544,0.6706471475092574,0.7837506420070984,-0.30466999942742207,0,0,1,1,0,0,0,-21.256673511293634,2047.0,6.0,2047-06-16
117,541,0.9535794342493783,-0.14523719423242545,-0.20550613066189236,0.8579476892995599,1,0,0,1,0,0,0,-28.15605749486653,2054.0,5.0,2054-05-10
118,407,-1.0152141264952905,-1.6015019476100252,-2.0577315773612783,-0.8201985141951742,0,0,1,1,0,0,0,-17.149897330595483,2043.0,5.0,2043-05-08
119,586,0.3432879101656545,0.6079671724714839,0.5627464693895581,0.016777724963704155,0,0,0,1,0,0,0,-31.852156057494867,2058.0,1.0,2058-01-19
120,521,-1.6358495747160267,1.1595509528038892,1.257331011901828,-1.6971981228803208,0,0,0,1,0,0,0,-26.51334702258727,2052.0,9.0,2052-09-17
121,738,1.105290321592225,-1.2316900948871627,0.9942308064047557,0.800855347517525,0,0,0,0,1,0,0,-44.336755646817245,2070.0,7.0,2070-07-15
122,814,0.29156828948059305,0.8210790875999131,0.41541035431119766,0.3120509240328779,0,0,0,1,0,0,0,-50.57905544147844,2076.0,10.0,2076-10-11
123,946,-1.0186621012076278,-0.5025130519477331,-0.6264664594572074,-1.1535093136325527,1,0,0,1,0,0,0,-61.42094455852156,2087.0,8.0,2087-08-15
124,423,-0.17046032197262165,-0.49728972069458527,-0.9842827389332249,-0.040428605045785375,0,0,0,1,0,0,0,0.0,,,
125,731,0.29156828948059305,-0.3489471131051883,0.02602205017553112,0.17495023048503713,0,0,1,1,0,0,0,0.0,,,
128,766,-0.6393848828505112,-0.9966401884955128,0.8047986584468642,-1.1970118169785806,1,0,0,0,1,0,0,0.0,,,
129,227,0.15364930098709628,-0.0700212241870976,-0.3528422457402523,-0.01990194734395464,0,0,0,1,0,0,0,0.0,,,
130,190,-1.4772427379485051,-1.1272234698242072,-0.047646007363648844,-1.4874268309911263,1,0,0,1,0,0,0,0.6735112936344969,2025.0,7.0,2025-07-11
133,985,0.08468980674034775,0.8795803976351684,-0.7422305498759189,1.0509922290399938,0,0,1,1,0,0,0,-64.62422997946612,2090.0,10.0,2090-10-28
134,248,-1.6358495747160267,-0.9203795521995553,0.4469823789708461,-0.7025266647735997,0,0,0,1,0,0,0,-4.090349075975359,2030.0,4.0,2030-04-16
137,311,-0.13598057484924753,-0.14210319548053668,-0.5422743936981442,-0.5306205027698017,0,1,0,0,1,0,0,-9.264887063655031,2035.0,6.0,2035-06-19
138,837,1.691446022689587,-1.311084729935009,0.41541035431119766,0.8687970723929583,1,0,0,0,1,0,0,-52.46817248459959,2078.0,9.0,2078-09-01
139,183,-1.0186621012076278,0.8430170788631338,-0.7738025745355672,-0.6665402037432572,0,0,1,0,0,1,0,1.2484599589322383,2024.0,12.0,2024-12-13
141,900,-0.7566160230699837,-0.4241630831505169,0.04707006661529689,-1.1135933444967008,1,0,0,0,0,1,0,-57.64271047227926,2083.0,11.0,2083-11-04
142,232,0.31225613775461775,-1.5471793025772884,0.3312182885521346,0.29337467937869843,1,0,0,1,0,0,0,-2.7761806981519506,2028.0,12.0,2028-12-22
144,787,0.9501314595370409,-0.43878841065933033,-2.0577315773612783,0.7706671145216416,0,1,0,1,0,0,0,-48.36139630390144,2074.0,7.0,2074-07-24
145,455,-0.46009019780896515,0.4752945586415301,1.0258028310644045,-1.6291705347743117,1,0,0,0,0,0,0,-21.09240246406571,2047.0,4.0,2047-04-17
146,928,0.4777589239468139,-0.41476108689485053,0.4048863460913145,0.2596207747538831,0,1,0,0,0,0,1,-59.94250513347023,2086.0,2.0,2086-02-21
147,448,-0.8841910874264682,0.4961878836541215,-0.1844581142221266,-0.352032942650305,0,1,0,1,0,0,0,-20.517453798767967,2046.0,9.0,2046-09-19
148,910,2.3258733697596727,0.03340073462522857,-1.2052869115507654,2.237518844891999,0,0,1,0,0,1,0,-58.46406570841889,2084.0,8.0,2084-08-30
149,791,0.5329265193442128,-1.8919191652850416,0.21545419813342306,-0.5563790925761124,0,1,0,1,0,0,0,-48.68993839835729,2074.0,11.0,2074-11-21
150,438,-1.3393237494550083,1.5627921255468975,-0.22655414710165767,-0.5415017778436263,0,0,0,1,0,0,0,-19.696098562628336,2045.0,11.0,2045-11-23
151,866,-0.31182728517845604,-1.8522218477611185,0.3522663049919003,-0.7677045558969384,0,0,0,1,0,0,0,-54.85010266940452,2081.0,1.0,2081-01-18
153,769,-0.5600814644667504,0.012507409612637172,0.6679865515883864,-0.706100084256256,0,0,0,1,0,0,0,-46.8829568788501,2073.0,1.0,2073-01-30
154,399,-0.029093358766787245,1.1376129615406685,2.067679644832809,-0.2692463492846033,0,0,0,1,0,0,0,-16.49281314168378,2042.0,9.0,2042-09-10
156,453,-0.9324627333991922,0.13577802718692467,-1.657819265005729,-0.8705777537610316,0,0,0,0,0,1,0,-20.928131416837783,2047.0,2.0,2047-02-16
158,368,0.10192968030203481,-1.0906601510521725,-0.20550613066189236,0.3386886780298708,0,1,0,0,0,1,0,-13.946611909650924,2040.0,2.0,2040-02-23
161,348,-1.3669075471537075,0.8597317388732071,-1.3526230266291257,-0.8189961872368924,1,0,0,1,0,0,0,-12.303901437371664,2038.0,7.0,2038-07-03
163,200,-1.094517544879051,1.3089382266439156,1.4151911352000706,-1.173346939099905,0,1,0,0,1,0,0,-0.14784394250513347,2026.0,5.0,2026-05-07
164,334,-0.6118010851518118,1.4416108404738686,-1.6472952567858463,0.15532631295396107,0,0,0,1,0,0,0,-11.154004106776181,2037.0,5.0,2037-05-09
165,873,-1.3393237494550083,-0.4377437444087006,0.9310867570854583,0.09364406323417672,0,0,1,0,0,1,0,-55.42505133470226,2081.0,8.0,2081-08-16
166,421,2.2189861536772124,0.44604390362390317,0.06811808305506266,1.6846526200275667,0,0,0,1,0,0,0,-18.299794661190965,2044.0,7.0,2044-07-01
167,674,-0.2945874116167688,-1.0791688222952476,-0.25812617176130653,0.23945180774864894,0,0,0,0,1,0,0,-39.08008213552361,2065.0,4.0,2065-04-12
168,447,0.46741499980980156,-0.6686149857978324,0.5943184940492064,-0.14767492821372125,0,1,0,0,1,0,0,-20.435318275154003,2046.0,8.0,2046-08-20
169,347,-1.4082832437017565,-1.8919191652850416,1.3625710941006564,-2.7381066545420985,0,0,0,0,1,0,0,-12.2217659137577,2038.0,6.0,2038-06-03
171,812,-0.3669948805758547,0.03757939962774671,1.173138946142765,-0.3842972853536927,0,0,1,0,0,1,0,0.0,,,
172,588,-1.6358495747160267,-0.49937905319584475,0.3733143214316661,-0.7171495767168847,0,0,1,0,0,1,0,-32.016427104722794,2058.0,3.0,2058-03-20
174,404,0.13640942742540893,0.6351284949878522,0.8363706831065126,0.5779216606155003,1,0,0,0,0,1,0,-16.903490759753595,2043.0,2.0,2043-02-07
175,321,0.1881290481104704,-0.05644056292891311,-1.4473391006080714,0.477418234363696,0,0,0,1,0,0,0,-10.08624229979466,2036.0,4.0,2036-04-14
176,425,0.7570448756461453,-1.2076627711226828,-0.037121999143766196,0.5066814899054732,0,1,0,0,0,1,0,-18.628336755646817,2044.0,10.0,2044-10-29
177,897,-0.08426095416418607,-0.38655509812785294,0.4890784118503776,0.5431449924796669,0,1,0,1,0,0,0,-57.39630390143737,2083.0,8.0,2083-08-06
178,855,1.5569750089084273,0.9297243776653867,-1.9945875280419811,1.7337876674201174,0,0,1,1,0,0,0,-53.946611909650926,2080.0,2.0,2080-02-23
179,320,-0.0463332323284743,-0.31133912808252434,-0.7317065416560362,-0.27253966861327444,0,0,0,0,0,1,0,-10.004106776180699,2036.0,3.0,2036-03-15
180,832,-0.8635032391524436,0.1274206971818884,-1.1000468293519368,-1.0999343239149617,0,0,0,0,0,1,0,-52.05749486652977,2078.0,4.0,2078-04-04
182,443,-1.6358495747160267,0.07309805214915194,-1.1631908786712337,-2.2437206078525365,0,0,1,0,1,0,0,-20.10677618069815,2046.0,4.0,2046-04-22
184,336,-0.06357310589016166,-0.46803906567695797,-0.31074621286072074,-0.6987947987620285,0,0,1,0,1,0,0,0.0,,,
185,879,0.07089790789099805,-1.874159839024339,0.1628341570340084,-0.999145592593973,0,0,1,1,0,0,0,-55.917864476386036,2082.0,2.0,2082-02-12
186,961,0.7535969009338077,-0.17344318299942302,1.5099072091790164,0.6138914372142709,0,0,0,0,0,0,1,-62.652977412731005,2088.0,11.0,2088-11-07
187,908,0.860484117016268,-1.2933254036743065,1.1836629543626476,0.40601108548173986,0,0,1,0,1,0,0,0.0,,,
189,284,-1.191060836824499,0.8837590626376866,-1.5104831499273688,-1.1302542914368692,1,0,0,0,0,1,0,-7.047227926078029,2033.0,3.0,2033-03-31
191,361,0.626021836577323,-0.13165653297424096,0.5943184940492064,0.9820713983981997,0,0,0,1,0,0,0,-13.371663244353183,2039.0,7.0,2039-07-28
192,199,0.14675335156242128,0.11801870092622278,0.23650221457318882,-0.7756438897722364,0,0,0,1,0,0,0,-0.06570841889117043,2026.0,4.0,2026-04-07
193,464,0.3088081630422801,-1.0049975185005495,0.2470262227930715,-1.0868427980514919,0,1,0,1,0,0,0,-21.831622176591377,2048.0,1.0,2048-01-12
194,904,1.4121600709902555,0.2705399735181379,-0.4370343114993154,1.9760296270156767,0,0,0,0,0,1,0,-57.97125256673511,2084.0,3.0,2084-03-03
195,914,1.7190298203882866,0.40739125235060913,0.47855440363049495,2.0461488142611457,0,0,0,0,1,0,0,-58.79260780287474,2084.0,12.0,2084-12-28
196,644,-1.4668988138114927,0.3562026060697615,0.5732704776094407,-0.9937150661438637,1,0,0,1,0,0,0,-36.616016427104725,2062.0,10.0,2062-10-25
197,127,-0.9359107081115297,0.20054733472595757,2.1518717105918723,-0.8461917982926009,0,0,0,1,0,0,0,0.0,,,
198,793,0.36742373315201626,-0.28313313931552675,-0.6580384841168557,0.46854673957910836,0,1,0,1,0,0,0,-48.85420944558521,2075.0,1.0,2075-01-20
199,503,-1.3600115977290328,-0.9705235322297739,-0.06869402380341462,-1.4838216335902803,0,0,0,1,0,0,0,-25.034907597535934,2051.0,3.0,2051-03-27
200,169,-0.1670123472602843,0.5055898799097879,0.34174229677201723,-0.6724000978058846,0,1,0,0,0,1,0,2.3983572895277208,2023.0,10.0,2023-10-20
201,583,0.7432529767967957,-1.177367449854426,-0.45808232793908116,0.8206412941522077,0,1,0,0,0,0,1,-31.60574948665298,2057.0,10.0,2057-10-21
202,325,-0.9531505816732168,-0.0491278991745062,-1.5315311663671345,-0.6308184917576725,0,0,1,1,0,0,0,-10.414784394250514,2036.0,8.0,2036-08-12
203,27,-1.101413494303726,-0.07628922169087442,-0.9948067471531081,-1.6291705347743117,1,0,0,0,0,0,0,14.061601642710473,2012.0,2.0,2012-02-20
204,39,-1.2841561540576094,0.11801870092622278,-1.5736271992466662,-0.9811667564269572,0,1,0,0,1,0,0,13.075975359342916,2013.0,2.0,2013-02-14
205,519,0.19157702282280775,-1.1857247798594621,-0.16341009778236082,-0.40701600542742844,0,0,1,0,1,0,0,-26.349075975359344,2052.0,7.0,2052-07-19
208,484,0.298464238905268,-0.5338530394666199,-0.10026604846306351,-0.15696515406400866,0,1,0,1,0,0,0,-23.474332648870636,2049.0,9.0,2049-09-03
209,97,0.39500753085071566,-0.033457905415063015,2.1518717105918723,-0.14787087108704966,1,0,0,0,1,0,0,8.31211498973306,2017.0,11.0,2017-11-20
210,335,1.09839437216755,0.039668732129006144,-0.22655414710165767,0.6885944289540114,0,0,0,1,0,0,0,-11.236139630390143,2037.0,6.0,2037-06-08
212,178,1.5914547560318015,-0.21836383177649388,1.4151911352000706,2.0744172518513415,0,0,0,1,0,0,0,0.0,,,
213,651,2.001763746799955,0.48991988615034393,-1.8893474458431525,1.5271544775047048,0,1,0,0,1,0,0,-37.190965092402465,2063.0,5.0,2063-05-23
214,388,2.0293475444986546,1.515782144268567,1.573051258498314,1.5316749237015959,0,0,0,0,1,0,0,-15.589322381930184,2041.0,10.0,2041-10-15
215,851,-0.5566334897544131,-0.7908409371214905,-1.3841950512887744,-0.15597829405208935,0,0,1,1,0,0,0,-53.61806981519507,2079.0,10.0,2079-10-26
216,776,-1.5358583080582413,-1.4949459900458106,2.1518717105918723,-1.0484744831219546,0,1,0,1,0,0,0,-47.45790554414784,2073.0,8.0,2073-08-28
217,628,-0.04288525761613695,1.2222309278416628,-0.45808232793908116,-0.8715065120809267,0,0,0,0,1,0,0,-35.30184804928131,2061.0,7.0,2061-07-02
219,145,0.3570798090150042,-0.2967138005737105,0.8784667159860441,0.27842647649041485,1,0,0,0,1,0,0,4.369609856262834,2021.0,10.0,2021-10-30
221,804,-0.3911307035622168,-1.6976112426679444,-0.5107023690384953,0.48041716276444957,0,0,0,0,0,0,0,-49.75770020533881,2075.0,12.0,2075-12-16
223,944,-0.015301459917437537,-0.4743070631807352,-0.8790426567343961,-0.008703523448887413,0,0,0,0,0,1,0,-61.256673511293634,2087.0,6.0,2087-06-16
224,717,0.20536892167215745,0.23084265599421455,-0.6159424512373242,0.11583174437594744,0,0,0,0,0,1,0,-42.61190965092403,2068.0,10.0,2068-10-23
